vehicle_age,mileage,days_since_last_service,oil_pressure,engine_temperature,tire_pressure,brake_fluid_level,brake_temperature,driving_pattern,days_until_failure,failure_probability,component_at_risk
9,92842,343,49.7,97.1,31.8,96.5,84.2,mixed,10,50.2,general_service
1,10189,262,49.0,106.8,32.3,92.9,88.6,highway,4,91.2,engine
10,15822,304,38.2,95.7,34.6,58.5,114.9,highway,5,88.6,brakes
7,92411,254,53.5,90.0,32.5,99.7,73.1,highway,13,50.8,general_service
4,52287,328,30.5,86.4,32.3,94.2,87.6,highway,14,64.4,oil_system
5,38887,81,50.9,93.7,34.8,90.9,82.8,highway,109,23.9,none
7,69495,65,51.1,89.4,30.4,82.1,94.1,city,13,69.2,brakes
6,29384,106,40.6,96.7,30.4,98.5,70.5,mixed,106,19.6,none
7,44663,5,43.1,95.5,33.0,85.7,79.9,city,149,20.7,none
7,78206,120,47.3,103.8,32.0,89.4,73.9,mixed,12,57.5,engine
3,35912,73,19.2,97.1,32.1,99.5,71.6,city,4,96.0,oil_system
8,32437,260,48.3,108.9,34.4,94.9,72.1,city,6,88.9,engine
7,5615,10,42.6,99.1,33.0,64.6,102.9,city,7,75.3,brakes
8,24334,139,50.2,106.1,31.7,94.7,84.6,city,7,77.7,engine
10,6448,174,48.1,98.6,32.3,90.5,88.3,mixed,80,7.4,none
3,15338,356,39.7,113.6,33.1,85.6,88.5,highway,5,79.0,engine
1,65645,194,53.5,97.9,34.7,97.6,75.0,mixed,20,27.5,general_service
7,21790,155,50.9,91.3,34.3,85.0,71.6,highway,150,9.9,none
7,31953,324,39.8,94.7,33.1,65.3,114.9,highway,6,89.9,brakes
9,48063,10,38.3,96.8,21.7,88.8,89.6,highway,7,86.3,tires
2,52286,245,36.1,96.8,33.6,85.9,77.5,mixed,22,48.9,oil_system
1,37317,149,44.5,107.2,31.5,87.5,81.4,highway,4,93.7,engine
7,22249,55,53.6,96.4,31.3,64.5,81.1,city,14,54.2,brakes
4,19599,181,18.1,89.8,33.2,99.6,89.8,highway,7,91.6,oil_system
7,8017,99,31.8,90.7,33.5,93.5,85.2,city,14,62.0,oil_system
4,8455,119,44.0,102.4,33.7,98.6,84.8,city,22,42.1,engine
1,70510,289,50.2,98.8,34.4,55.6,73.0,mixed,9,69.0,brakes
7,32679,95,45.6,97.2,23.7,97.9,85.7,highway,4,90.8,tires
10,88558,316,41.8,97.9,32.3,99.2,87.0,city,9,76.5,general_service
10,11668,101,50.8,97.1,30.3,53.9,110.9,highway,5,85.3,brakes
8,32128,242,47.1,109.0,33.9,98.4,82.5,city,6,78.3,engine
6,70690,196,46.0,87.0,30.1,91.0,70.3,city,20,27.6,general_service
4,41756,93,53.8,85.6,21.8,99.9,78.7,city,4,81.2,tires
5,38457,353,51.4,95.4,30.1,96.5,72.5,highway,146,11.8,none
5,34429,278,46.3,87.9,33.6,96.2,82.3,highway,78,22.6,none
6,44569,186,34.0,98.4,31.2,88.6,80.4,mixed,15,53.4,oil_system
5,76775,202,40.0,104.0,30.0,89.0,88.2,city,12,56.4,engine
10,36384,185,50.2,88.2,33.8,96.0,72.1,city,69,17.9,none
6,28890,57,51.9,85.8,31.4,67.6,108.0,mixed,6,79.8,brakes
2,27666,111,38.6,86.8,31.9,53.1,107.9,highway,5,94.3,brakes
8,31442,134,42.5,101.3,30.7,97.6,74.2,mixed,25,45.8,engine
7,24786,153,55.0,98.8,34.4,89.5,94.8,highway,14,64.0,brakes
5,42381,88,19.6,98.1,34.7,91.2,74.0,mixed,5,94.8,oil_system
7,62674,99,35.3,94.6,30.5,93.4,72.0,highway,17,36.0,oil_system
3,40519,47,49.6,94.4,31.7,92.7,80.5,highway,141,8.8,none
10,43254,296,48.9,85.6,31.8,98.6,77.3,mixed,169,21.9,none
3,40059,148,41.2,85.3,20.2,94.3,75.4,city,6,85.9,tires
7,20742,359,40.4,87.9,32.5,74.2,92.9,city,27,44.4,brakes
3,7574,175,22.6,92.7,34.4,86.5,83.5,mixed,5,91.7,oil_system
3,42827,324,46.2,113.7,30.9,85.2,77.9,city,7,94.1,engine
6,86287,288,47.1,95.2,34.0,91.2,80.1,city,13,67.7,general_service
7,50304,255,38.6,85.9,30.2,85.0,88.0,city,25,51.3,general_service
7,26930,26,34.4,92.8,34.5,88.0,78.6,highway,17,29.5,oil_system
3,12860,82,46.6,96.7,34.7,79.2,92.0,mixed,14,60.0,brakes
9,32649,40,40.8,109.4,31.1,86.2,83.6,highway,1,79.9,engine
5,66013,327,46.7,87.4,31.5,96.1,86.8,highway,16,37.9,general_service
7,73399,1,39.9,99.0,30.2,85.4,85.0,highway,30,44.4,general_service
1,18614,190,50.9,97.8,30.6,64.0,114.5,highway,2,90.7,brakes
5,13806,327,40.0,87.1,31.3,88.7,73.9,highway,124,18.7,none
3,25736,29,38.2,89.6,30.1,66.0,88.8,highway,8,57.1,brakes
7,70553,190,30.4,93.4,30.6,92.2,87.2,highway,13,62.6,oil_system
8,30052,308,49.8,111.3,31.8,90.2,75.4,highway,6,88.4,engine
4,34571,10,45.2,108.3,34.0,94.8,88.1,city,7,81.3,engine
8,29585,204,51.5,86.7,34.7,95.0,87.4,highway,164,18.9,none
3,58372,356,41.6,103.2,30.5,95.3,88.3,highway,9,66.5,engine
2,26463,30,47.6,86.3,32.6,75.6,96.8,highway,29,28.3,brakes
9,36897,9,44.9,111.9,33.7,91.9,83.1,city,4,77.8,engine
1,70968,216,46.9,101.6,33.7,93.8,79.7,highway,14,51.2,engine
1,48346,340,45.2,99.4,34.7,65.2,76.8,highway,9,68.4,brakes
5,15554,82,41.7,95.2,30.7,54.4,114.3,city,6,86.1,brakes
6,75584,350,39.0,102.4,34.1,86.3,83.6,mixed,9,60.1,engine
9,95822,97,47.2,91.0,30.9,91.1,87.9,mixed,8,77.8,general_service
1,45594,72,23.0,89.2,30.8,92.2,82.3,highway,1,85.1,oil_system
5,23716,315,40.7,86.3,31.3,83.9,97.6,mixed,20,41.6,brakes
9,38493,116,38.6,102.8,32.7,96.3,79.1,highway,11,60.2,engine
10,7093,31,43.6,106.9,30.1,88.3,74.4,mixed,2,90.9,engine
8,45520,173,53.0,87.4,30.6,53.0,112.2,mixed,2,82.0,brakes
8,17719,193,48.0,96.2,33.1,56.3,102.5,highway,2,89.6,brakes
8,78458,277,42.9,90.0,33.4,94.9,97.8,mixed,14,58.6,brakes
4,38146,315,44.6,101.6,33.2,94.1,83.3,city,14,55.9,engine
6,24941,34,51.4,97.2,26.8,98.6,73.5,highway,19,40.1,tires
1,77960,35,42.2,96.2,27.7,88.8,71.5,highway,18,45.2,tires
8,9046,162,35.1,86.0,33.2,92.7,74.3,highway,24,49.5,oil_system
6,29344,46,49.4,93.8,34.1,62.8,107.4,highway,1,81.3,brakes
2,34330,362,34.8,97.4,32.3,88.5,85.3,city,27,41.5,oil_system
5,46480,138,42.4,103.0,30.7,93.1,87.3,mixed,29,43.6,engine
3,31342,32,52.0,95.5,34.4,75.2,93.5,mixed,24,40.1,brakes
4,13230,68,41.5,88.0,34.3,79.6,97.2,city,25,51.2,brakes
8,13050,95,54.7,86.3,32.8,56.8,70.2,mixed,14,52.4,brakes
2,39304,85,54.4,92.4,33.9,68.1,82.9,city,13,52.1,brakes
2,34174,204,40.3,92.1,34.4,98.2,70.1,city,59,14.3,none
7,18360,324,48.1,100.7,34.3,90.3,73.0,highway,21,26.8,engine
3,19222,331,53.0,88.8,31.1,74.4,99.0,city,29,39.3,brakes
2,25981,28,38.8,95.2,31.6,98.3,86.3,highway,54,16.5,none
7,94506,192,53.9,88.5,34.1,90.0,77.8,city,14,61.1,general_service
10,9657,293,46.0,97.8,34.1,99.9,99.1,city,14,54.1,brakes
5,16185,321,49.4,88.4,32.1,85.7,77.3,city,100,18.9,none
8,18440,310,31.6,94.8,34.3,95.0,74.8,mixed,14,52.5,oil_system
9,12760,68,50.9,99.5,30.2,57.4,113.8,city,6,94.9,brakes
5,11687,129,53.1,93.5,34.8,93.5,79.7,mixed,38,19.2,none
7,14753,25,53.1,93.3,34.2,89.7,76.8,mixed,106,14.2,none
2,17534,128,26.3,89.9,31.2,88.4,81.9,mixed,3,97.4,oil_system
1,17323,87,28.4,97.9,31.4,93.5,72.4,mixed,11,69.3,oil_system
9,48763,171,46.3,91.5,33.7,87.2,75.1,mixed,143,5.9,none
1,34062,329,22.3,98.9,31.0,91.3,73.3,highway,6,88.2,oil_system
5,49271,349,21.2,91.8,33.1,93.1,74.1,highway,2,95.1,oil_system
10,39889,169,51.3,103.9,31.9,85.3,76.8,mixed,19,54.3,engine
7,57519,223,43.4,88.8,34.9,85.4,80.4,highway,30,40.9,general_service
3,77676,22,38.2,101.5,34.5,92.9,76.9,highway,9,64.7,engine
6,44044,345,18.2,89.9,33.2,90.4,73.6,highway,7,94.7,oil_system
6,32754,233,41.2,87.6,23.7,93.5,76.5,highway,7,96.0,tires
6,36309,281,52.6,86.1,33.1,91.2,89.9,highway,159,21.6,none
5,68672,78,47.8,88.7,32.5,91.9,96.1,highway,13,73.4,brakes
8,29503,296,46.9,88.4,31.2,79.2,92.1,highway,21,51.4,brakes
4,25673,353,49.5,94.3,30.5,95.9,87.3,highway,98,18.0,none
4,33711,365,50.6,99.2,32.8,52.6,102.4,highway,7,91.8,brakes
7,32837,233,51.9,109.5,31.1,91.4,79.1,mixed,5,97.3,engine
8,22661,313,42.2,96.0,31.8,98.9,74.9,city,48,7.2,none
6,76763,42,51.3,103.1,31.6,87.7,78.3,city,14,51.3,engine
4,30867,98,49.9,108.4,30.3,98.9,83.9,highway,6,92.5,engine
10,37305,55,50.2,101.4,30.3,95.2,77.5,highway,12,61.4,engine
8,57032,8,48.3,99.6,32.2,87.1,77.6,mixed,26,44.2,general_service
1,63520,76,41.6,87.5,28.4,93.9,82.1,highway,23,43.3,tires
8,24589,136,43.7,107.9,34.6,85.7,79.9,mixed,7,98.8,engine
2,38511,365,54.4,96.7,31.1,84.1,93.4,highway,11,65.1,brakes
9,65076,147,54.3,89.5,28.2,95.9,79.2,highway,24,37.0,tires
2,25464,220,45.4,99.0,33.4,99.8,79.0,mixed,43,13.1,none
6,42749,347,45.7,86.9,31.8,98.8,84.0,city,171,3.0,none
6,51143,61,29.5,95.9,32.0,93.6,78.3,highway,12,63.5,oil_system
8,15634,233,51.2,98.6,30.6,80.5,93.5,city,28,27.5,brakes
7,7202,296,38.6,93.4,33.9,99.0,89.6,mixed,146,22.3,none
7,32169,197,42.4,87.5,33.4,76.7,98.1,city,24,53.5,brakes
9,43894,228,34.2,95.7,32.0,99.3,75.8,city,23,53.9,oil_system
4,9352,8,52.5,93.6,20.5,97.2,82.9,highway,3,80.7,tires
8,33856,302,46.2,90.6,34.5,93.7,82.7,city,146,20.5,none
5,87830,170,41.1,98.7,31.9,94.9,87.9,highway,10,50.2,general_service
7,22541,339,50.4,86.4,33.2,67.2,76.7,city,14,75.4,brakes
1,92858,255,51.8,87.9,32.6,88.0,71.0,mixed,12,56.3,general_service
7,36182,221,50.6,93.6,31.5,88.8,75.4,mixed,73,6.3,none
4,69436,204,53.7,87.7,32.9,92.7,74.9,mixed,25,39.2,general_service
5,15322,337,53.6,99.7,32.7,91.8,89.5,highway,154,1.9,none
4,57786,27,42.4,95.9,26.8,91.1,86.8,highway,22,43.8,tires
2,39621,191,51.0,95.3,31.8,88.7,76.4,city,94,5.4,none
10,69239,55,52.7,101.9,31.5,85.7,86.0,mixed,11,74.4,engine
6,64130,277,46.7,99.2,31.4,87.4,95.4,city,12,53.8,brakes
3,44568,319,48.9,93.1,31.3,94.0,83.7,highway,161,14.9,none
6,17534,328,43.9,109.6,34.6,95.5,77.8,highway,7,78.5,engine
10,16206,264,43.1,92.7,30.5,57.3,70.9,mixed,9,57.0,brakes
4,71381,236,36.4,95.5,32.7,89.2,80.7,city,23,51.6,oil_system
3,39687,64,42.3,92.9,34.5,66.4,114.0,city,1,81.4,brakes
7,38049,313,31.2,85.6,31.6,88.6,83.9,highway,14,75.9,oil_system
2,13757,302,40.0,100.3,34.5,89.0,88.1,highway,21,37.6,engine
6,84075,62,53.2,97.5,33.2,91.2,81.1,highway,9,69.3,general_service
1,48435,93,38.1,101.6,32.8,94.7,76.1,city,29,43.6,engine
3,30287,105,38.7,89.4,30.3,90.3,70.6,mixed,163,9.4,none
5,44364,303,48.6,97.5,30.7,89.7,70.1,mixed,154,1.8,none
2,7297,37,45.0,102.4,30.3,87.2,86.1,highway,23,36.1,engine
7,48642,104,42.4,96.5,31.9,97.5,78.1,mixed,44,3.8,none
4,24904,145,53.6,91.8,32.7,92.6,99.6,mixed,13,68.9,brakes
7,14341,33,48.8,99.0,31.8,93.8,81.3,mixed,100,1.3,none
8,35947,12,41.3,99.7,34.8,85.6,75.7,mixed,172,14.4,none
9,18790,227,49.1,97.2,33.8,87.7,71.3,city,51,7.3,none
9,27356,118,43.8,97.0,31.9,87.6,81.8,mixed,121,4.7,none
4,70968,241,29.1,87.2,32.0,88.4,86.6,highway,11,73.9,oil_system
2,19259,164,44.6,85.1,24.6,97.4,87.9,city,6,77.8,tires
9,47265,163,40.5,85.7,24.3,89.9,73.2,mixed,2,87.1,tires
10,30548,47,47.2,91.3,30.4,99.3,73.3,highway,141,21.4,none
2,15196,301,53.0,96.4,24.4,96.2,70.9,highway,7,90.7,tires
1,27058,343,38.9,99.3,28.5,93.4,72.2,city,21,42.6,tires
2,7786,258,44.0,101.9,32.9,94.6,73.4,highway,18,54.5,engine
4,25381,34,53.3,113.2,31.4,93.7,80.2,mixed,4,89.6,engine
1,13452,47,40.0,96.8,33.9,94.5,71.9,mixed,136,3.3,none
9,33302,247,45.9,91.5,30.4,81.6,92.6,city,29,33.1,brakes
3,14447,253,22.0,92.9,32.3,98.1,87.4,city,2,87.1,oil_system
6,20833,138,38.6,102.5,30.6,89.9,78.9,mixed,8,74.2,engine
7,82809,116,40.7,86.6,30.3,93.2,71.0,city,8,61.0,general_service
10,10175,299,44.4,98.0,27.7,85.8,88.6,mixed,15,43.3,tires
4,7877,321,38.0,98.1,30.9,92.0,88.1,city,80,18.9,none
1,5916,222,42.8,88.5,28.6,92.9,75.3,mixed,20,31.7,tires
9,77167,298,33.6,86.6,32.2,96.8,84.0,highway,8,76.6,oil_system
3,16791,228,46.4,92.4,21.9,91.8,85.4,highway,7,82.9,tires
7,14874,296,24.6,85.2,33.6,92.5,77.0,mixed,6,80.9,oil_system
10,25398,348,39.0,92.9,30.5,89.2,84.7,mixed,44,7.1,none
10,17108,326,49.2,98.5,32.8,52.5,113.0,city,6,98.0,brakes
10,36895,79,42.2,112.6,33.8,89.7,73.0,mixed,4,88.8,engine
1,11855,237,41.7,96.9,34.9,72.9,92.7,mixed,19,37.4,brakes
6,36761,363,49.0,111.2,33.2,85.4,88.1,city,5,93.6,engine
9,7168,1,46.0,90.9,20.1,87.6,87.2,highway,5,91.5,tires
3,33770,215,40.8,93.2,33.8,56.8,103.6,highway,3,83.1,brakes
1,55083,262,29.1,88.8,34.0,86.8,71.1,highway,10,69.0,oil_system
6,5769,326,53.6,96.7,26.7,92.1,87.9,city,30,36.8,tires
9,49761,194,42.4,92.4,22.8,93.0,85.1,highway,5,80.0,tires
8,16490,180,52.6,99.4,34.8,94.9,74.3,highway,132,7.9,none
1,36034,110,42.1,104.1,34.9,97.9,77.0,highway,14,61.9,engine
8,13554,14,26.7,86.5,30.2,98.0,80.4,mixed,4,83.0,oil_system
7,15168,56,38.9,103.9,32.6,87.3,71.8,mixed,18,54.4,engine
10,68810,186,43.2,94.5,34.7,76.9,91.1,city,13,62.0,brakes
2,25929,65,39.8,102.4,34.7,87.2,72.1,city,9,62.3,engine
5,23000,95,53.3,99.8,31.6,96.7,71.2,highway,141,11.1,none
7,32459,38,53.4,93.0,35.0,85.3,73.6,mixed,109,13.1,none
9,58520,2,36.8,88.5,30.7,86.9,85.8,mixed,18,26.5,oil_system
5,96258,354,41.3,97.3,31.9,94.6,86.4,mixed,8,57.2,general_service
10,31301,142,54.8,86.8,21.5,86.8,84.6,city,6,97.5,tires
6,10726,260,39.1,93.6,31.2,53.4,104.4,city,1,94.5,brakes
3,31222,348,49.2,98.5,32.9,97.7,71.2,city,153,18.7,none
8,71637,245,38.5,97.4,30.8,92.0,70.4,mixed,21,40.6,general_service
7,7076,235,39.4,114.9,33.2,97.4,76.0,mixed,2,98.8,engine
2,20528,334,51.9,91.6,35.0,56.6,107.3,city,3,96.0,brakes
1,14673,109,39.4,97.1,32.1,97.0,80.2,highway,100,12.9,none
8,68963,269,51.2,98.3,31.7,90.8,76.1,mixed,25,31.7,general_service
2,73834,355,35.1,85.1,33.7,90.9,87.2,highway,29,46.5,oil_system
1,24650,205,42.9,93.9,33.6,92.6,82.4,city,34,13.1,none
7,10945,357,48.4,109.0,31.5,98.0,74.6,highway,4,92.1,engine
5,49277,207,23.5,89.8,32.2,96.8,74.2,mixed,7,75.0,oil_system
1,14889,95,39.8,85.6,30.7,99.7,84.1,highway,53,24.0,none
4,34199,294,26.7,100.0,33.8,87.4,72.0,mixed,7,87.8,oil_system
8,34697,90,45.4,90.0,34.0,55.4,110.0,city,6,97.1,brakes
10,6263,286,52.0,90.1,30.0,95.0,83.5,mixed,83,8.5,none
5,32528,192,43.5,99.6,28.2,91.6,71.4,highway,17,39.9,tires
10,47631,182,48.0,98.7,33.8,98.1,72.1,highway,122,2.5,none
10,14215,345,39.5,95.0,20.9,92.7,86.5,city,2,89.7,tires
5,26208,13,52.1,89.5,33.3,89.9,73.4,highway,166,20.4,none
3,21109,359,37.0,87.7,30.8,92.3,76.4,city,27,25.2,oil_system
3,62301,112,46.3,85.4,34.9,59.5,83.8,mixed,10,60.5,brakes
6,13532,231,44.4,88.3,33.2,65.1,70.8,city,10,55.9,brakes
2,8448,63,52.2,104.1,31.4,94.4,80.4,city,10,60.0,engine
2,28227,123,44.0,86.8,32.8,60.1,107.7,city,4,79.5,brakes
4,43917,23,39.4,90.0,33.5,59.5,105.5,highway,3,75.6,brakes
8,44196,116,45.3,98.3,27.5,88.0,82.6,highway,28,35.1,tires
1,33341,272,52.1,85.6,30.7,72.7,93.5,highway,20,42.4,brakes
6,19959,196,41.7,110.4,31.5,95.8,79.6,highway,7,90.7,engine
3,27731,213,48.3,91.1,31.2,92.6,85.7,mixed,33,5.3,none
2,35601,2,35.9,87.5,33.3,89.1,84.2,city,17,29.0,oil_system
9,40891,279,29.6,96.3,32.6,99.9,89.4,highway,11,50.8,oil_system
10,15060,107,42.9,100.1,32.9,94.7,86.9,city,25,39.4,engine
10,33310,5,51.9,96.8,30.3,88.8,82.9,mixed,125,14.2,none
2,67423,165,45.8,90.4,30.3,75.3,92.3,city,9,77.5,brakes
5,33832,232,44.7,87.8,30.1,76.9,93.9,mixed,17,28.1,brakes
5,23516,149,45.9,85.0,30.7,96.1,89.2,city,74,16.5,none
3,86857,4,44.9,87.2,30.3,99.5,79.4,highway,13,70.4,general_service
1,44133,176,45.5,100.0,31.2,90.6,89.2,highway,65,6.2,none
2,33380,234,44.7,88.9,33.7,76.1,93.7,mixed,16,53.5,brakes
6,21629,257,49.6,96.7,34.6,68.7,71.2,city,10,58.8,brakes
7,14856,236,49.4,96.5,34.3,78.9,92.6,city,30,31.9,brakes
7,29028,151,42.9,89.0,20.1,88.5,80.5,city,5,89.6,tires
9,7386,181,44.9,92.5,22.5,92.9,85.0,mixed,5,92.2,tires
2,73355,15,46.1,102.2,31.6,95.8,73.3,mixed,10,72.8,engine
10,45060,144,43.7,93.0,27.4,90.7,77.9,mixed,22,29.3,tires
8,68354,165,50.2,85.2,30.8,99.3,74.2,city,25,54.9,general_service
9,33497,60,42.3,96.1,31.9,98.9,84.7,city,83,2.6,none
2,20467,241,50.1,87.3,33.9,92.0,73.9,mixed,74,16.9,none
5,36755,137,42.3,100.0,23.4,87.8,82.6,city,3,94.3,tires
4,14211,103,54.3,106.9,30.2,85.4,71.7,mixed,2,85.4,engine
7,35705,90,43.2,88.6,27.8,96.7,76.6,mixed,20,26.3,tires
1,30286,20,52.0,102.3,32.9,95.4,75.7,highway,21,32.3,engine
9,18262,266,52.9,97.0,33.3,94.9,88.4,highway,123,4.2,none
6,14325,221,52.8,89.7,34.8,92.5,85.9,city,124,15.0,none
9,49117,41,38.4,87.6,31.5,97.7,78.6,highway,94,19.5,none
2,47987,251,41.0,103.0,31.8,99.0,73.9,city,17,35.6,engine
8,41883,318,49.1,89.5,31.6,96.3,73.9,city,170,9.5,none
8,11465,69,51.4,91.2,33.7,99.7,72.3,highway,146,4.7,none
2,62961,232,48.8,99.0,34.7,85.3,85.5,mixed,30,34.4,general_service
2,60806,75,30.0,95.4,32.3,99.8,88.4,highway,11,77.7,oil_system
10,50222,109,46.6,95.5,32.2,89.0,82.8,highway,27,54.4,general_service
3,72729,137,49.4,95.2,27.0,97.4,72.8,mixed,21,43.0,tires
1,38517,189,20.9,89.6,34.7,93.0,76.1,highway,4,81.7,oil_system
7,20203,303,41.1,90.3,32.4,96.2,75.4,highway,127,17.9,none
3,59440,126,40.6,96.4,34.7,92.4,81.5,highway,18,38.9,general_service
9,5784,288,40.8,97.9,34.4,66.2,113.9,mixed,1,94.8,brakes
3,7368,330,45.5,94.4,33.7,86.3,70.2,city,175,3.5,none
10,39664,161,41.9,103.9,31.1,96.1,77.5,mixed,11,68.1,engine
4,24593,31,36.2,90.7,32.7,98.0,88.3,city,26,41.6,oil_system
10,99950,362,41.6,96.3,32.4,95.5,83.2,mixed,10,63.3,general_service
6,5791,203,22.5,89.7,32.0,92.4,73.0,highway,2,95.8,oil_system
1,22355,153,53.0,87.1,32.3,56.5,105.4,highway,1,90.8,brakes
5,33155,339,49.1,87.9,34.1,96.2,82.5,highway,67,22.0,none
7,47107,240,29.2,87.8,30.7,98.7,84.9,mixed,9,62.2,oil_system
5,15172,246,43.0,100.7,31.8,85.9,84.3,city,29,42.1,engine
5,84032,156,45.0,87.2,33.9,91.7,70.7,city,8,51.7,general_service
4,22970,205,51.3,89.1,34.0,98.8,83.3,city,120,4.6,none
6,57928,247,52.6,99.7,31.4,96.9,76.9,mixed,23,53.1,general_service
6,47056,188,45.7,91.2,30.6,82.0,97.4,city,11,70.7,brakes
5,16919,43,52.1,94.0,24.0,87.6,87.3,city,4,89.6,tires
2,43352,1,24.9,87.3,32.5,91.3,88.2,highway,1,94.7,oil_system
9,53378,98,28.2,94.5,33.2,89.1,88.6,highway,13,62.2,oil_system
2,35102,175,51.4,111.8,31.8,96.7,75.6,city,3,80.0,engine
9,38968,111,50.4,88.9,34.1,94.5,89.3,city,127,23.0,none
1,20944,18,38.6,90.8,34.5,87.6,74.2,mixed,156,17.7,none
7,69673,150,51.1,90.7,32.1,55.5,74.3,city,10,75.6,brakes
6,22977,4,50.7,98.9,34.3,98.2,88.8,mixed,158,10.1,none
8,91555,213,52.9,88.8,34.1,88.4,79.2,mixed,10,72.4,general_service
5,13879,305,54.9,92.1,33.3,86.8,88.7,city,97,22.1,none
9,25775,63,54.9,97.8,24.7,88.7,89.0,highway,6,96.3,tires
10,33684,235,44.1,97.7,31.2,98.1,84.4,city,145,12.2,none
1,34231,243,52.4,99.1,33.4,57.1,89.2,city,12,73.5,brakes
7,73914,359,34.6,98.0,33.9,98.1,73.0,mixed,24,29.0,oil_system
3,34478,348,44.5,91.8,27.9,89.2,89.6,highway,24,45.6,tires
6,44884,28,35.5,91.2,32.5,86.1,73.2,highway,29,35.1,oil_system
8,34161,136,41.3,96.8,30.9,96.5,89.9,mixed,128,6.8,none
1,38466,294,46.5,94.5,33.3,95.1,79.5,city,142,12.9,none
7,19579,151,53.8,98.5,32.9,98.7,78.4,city,78,5.4,none
2,18189,39,42.8,85.1,34.5,89.0,81.2,city,89,4.0,none
7,30467,291,45.1,103.3,30.3,94.1,81.0,highway,13,55.3,engine
2,76494,77,53.3,94.4,34.9,81.8,98.2,mixed,12,60.7,brakes
1,96258,17,50.9,88.5,31.5,91.6,75.2,highway,9,65.1,general_service
2,26829,355,52.8,99.9,34.4,85.9,81.8,highway,147,17.2,none
7,16010,75,47.7,93.9,27.1,90.7,78.6,mixed,29,43.4,tires
5,17174,153,47.9,94.6,31.7,88.0,85.3,city,97,10.3,none
2,27615,11,38.9,85.0,34.4,77.1,92.9,mixed,20,40.6,brakes
2,23247,64,38.2,99.8,33.2,93.9,70.3,mixed,54,20.2,none
3,30526,96,43.7,88.0,34.4,94.1,98.0,mixed,9,57.2,brakes
8,47973,234,52.6,96.8,34.5,93.1,80.8,city,179,21.9,none
1,22951,178,55.0,96.7,28.0,89.6,77.2,city,16,30.8,tires
10,95368,38,49.9,85.7,33.0,98.4,74.7,mixed,12,51.6,general_service
4,40671,125,46.5,98.0,31.9,68.0,104.4,mixed,5,75.7,brakes
1,31994,264,44.5,89.4,21.2,97.6,83.0,highway,3,76.0,tires
4,39453,222,46.6,95.0,33.4,87.2,74.1,mixed,164,19.1,none
4,42064,51,48.5,108.8,32.9,91.8,76.4,highway,5,76.7,engine
2,16799,75,36.7,94.0,32.5,91.9,74.3,mixed,17,28.5,oil_system
10,57140,9,52.4,96.1,32.0,55.7,70.5,city,12,50.3,brakes
4,37828,242,41.4,96.6,28.8,93.4,88.9,mixed,28,47.9,tires
7,7949,267,51.4,94.1,30.9,63.2,106.9,highway,4,97.8,brakes
2,79089,228,41.1,97.1,34.1,96.6,93.6,city,14,74.6,brakes
9,54592,140,48.8,91.8,34.6,75.1,93.6,highway,14,59.2,brakes
8,24504,272,20.2,93.4,31.1,87.9,82.2,highway,5,83.5,oil_system
4,75013,66,38.5,98.4,34.2,57.7,71.3,city,10,53.1,brakes
2,11167,253,53.9,101.6,35.0,96.9,77.5,highway,9,73.7,engine
7,32632,101,41.0,88.9,32.4,75.5,93.2,highway,23,39.0,brakes
8,69349,353,49.4,95.4,32.3,96.1,94.1,highway,13,54.9,brakes
5,34429,365,27.0,93.0,32.8,87.4,87.7,mixed,6,88.3,oil_system
7,38322,84,44.4,98.4,34.4,99.0,89.4,city,141,6.0,none
6,26783,59,43.7,104.6,31.0,91.4,86.6,city,16,32.5,engine
8,5806,329,43.7,88.8,34.6,94.2,88.1,city,80,2.4,none
10,26040,314,50.2,94.7,34.8,93.4,86.1,mixed,156,2.0,none
3,49577,168,42.9,87.2,33.6,93.9,71.0,highway,65,3.4,none
10,7866,214,43.9,86.5,20.5,96.6,75.2,mixed,1,98.8,tires
10,14149,226,36.0,86.5,33.8,89.1,84.8,mixed,18,38.7,oil_system
6,25380,354,46.5,98.4,23.5,91.1,76.1,city,1,91.0,tires
5,29679,337,50.1,92.1,30.5,92.6,82.6,mixed,131,5.4,none
4,10049,252,42.0,94.9,31.0,85.9,84.8,highway,68,22.3,none
9,13574,211,44.9,99.2,35.0,59.0,112.7,mixed,1,92.6,brakes
9,16007,253,42.9,93.5,30.3,82.2,91.8,mixed,15,35.7,brakes
5,11701,165,46.4,98.9,30.7,63.6,111.1,mixed,7,88.6,brakes
2,7048,40,24.8,88.3,32.3,90.4,76.9,highway,6,96.6,oil_system
7,21345,91,46.7,89.7,33.5,96.9,89.1,mixed,137,2.5,none
9,16347,59,53.6,88.6,33.8,87.3,76.1,mixed,138,10.4,none
5,17074,204,51.8,96.3,31.0,91.7,89.3,highway,97,13.7,none
8,18083,337,38.2,111.2,31.5,98.9,87.4,city,3,88.2,engine
9,42533,68,43.6,86.9,33.0,86.5,76.8,highway,80,7.7,none
2,16395,309,41.6,91.8,31.2,85.2,82.9,highway,115,19.0,none
9,21474,152,41.8,99.1,34.6,56.3,109.4,city,1,87.0,brakes
2,36629,164,53.4,97.3,33.3,93.0,72.7,highway,102,12.7,none
1,93213,334,44.7,85.0,33.3,89.4,84.8,highway,9,61.5,general_service
