brake_temp,brake_fluid,oil_pressure,engine_temp,tire_pressure,mileage,is_anomaly
80.7,88.8,47.8,94.7,33.7,16723,0
106.0,69.0,21.8,110.6,22.1,80590,1
82.4,96.2,50.3,87.1,33.8,43776,0
77.6,95.7,44.2,94.2,34.6,35908,0
81.3,98.2,40.4,88.6,32.0,46752,0
83.9,95.9,44.6,93.1,34.3,49789,0
87.0,90.9,45.9,90.8,30.4,40997,0
106.6,55.7,19.6,108.8,21.0,81119,1
77.0,87.5,53.4,87.7,33.3,30896,0
74.6,94.8,46.5,89.5,33.9,7480,0
110.6,66.5,23.4,116.7,21.3,91664,1
78.5,91.9,40.3,90.7,34.0,10672,0
113.5,56.6,23.7,112.2,21.5,89803,1
81.8,90.1,40.2,98.8,30.5,37896,0
78.5,98.9,43.5,99.9,33.0,40034,0
81.8,86.2,40.2,92.5,31.7,25686,0
75.8,94.8,38.8,91.9,32.8,33815,0
113.3,66.4,25.1,109.4,20.3,84021,1
71.3,93.6,41.5,92.2,31.3,37603,0
85.2,98.7,46.5,85.1,32.3,45327,0
73.2,90.0,39.4,85.4,32.0,45740,0
79.2,98.1,49.4,94.8,31.1,26607,0
88.3,90.5,46.0,95.0,32.6,18011,0
101.4,64.2,25.2,114.1,23.7,94714,1
80.0,86.4,44.6,100.0,30.4,29847,0
82.7,90.0,51.6,95.6,30.4,38576,0
87.2,89.5,43.5,90.4,30.8,22376,0
70.4,96.7,42.2,97.9,32.2,46826,0
87.4,96.3,49.4,87.2,34.2,48731,0
74.0,91.7,45.6,92.0,33.7,20582,0
81.3,95.1,50.1,97.8,30.6,33092,0
80.1,93.3,48.0,96.9,32.3,37777,0
85.6,86.6,54.6,90.4,32.7,35160,0
70.5,92.2,44.2,95.2,31.5,32087,0
89.4,93.8,44.5,99.1,31.8,7245,0
78.1,90.5,42.4,98.6,31.8,31646,0
76.9,97.7,38.5,87.3,32.2,11871,0
106.9,63.7,26.9,110.0,22.0,80723,1
78.7,88.7,51.4,89.5,31.6,11374,0
78.3,92.7,38.5,98.9,31.6,39666,0
80.8,94.6,44.9,85.6,31.1,35107,0
72.7,90.5,43.4,98.6,31.7,49675,0
77.6,86.4,45.7,96.4,31.0,5884,0
78.2,85.6,41.4,88.4,31.9,33164,0
83.0,91.2,48.3,92.4,33.9,9114,0
110.3,64.0,22.1,108.0,21.7,81015,1
75.6,98.4,44.4,97.9,31.0,32460,0
103.8,62.4,23.2,113.4,20.5,85015,1
79.2,94.9,44.1,90.1,30.0,26398,0
111.9,55.6,22.7,106.9,23.5,80473,1
75.7,92.9,53.1,88.4,32.6,7318,0
89.2,94.0,45.6,100.0,33.8,23285,0
71.3,99.5,51.2,93.4,30.8,14218,0
77.9,94.3,47.1,99.6,34.9,21227,0
82.7,93.2,52.4,86.0,33.7,43660,0
110.2,59.1,25.7,109.1,21.8,91359,1
77.5,88.7,54.5,89.6,33.4,22322,0
101.4,60.9,18.2,113.8,23.6,94195,1
78.2,99.9,49.8,87.8,32.2,37951,0
89.3,86.9,47.8,87.2,31.6,41636,0
70.4,87.7,46.4,90.5,34.5,37670,0
73.2,86.3,38.3,94.3,33.4,48703,0
80.2,86.7,51.9,89.5,33.0,40163,0
76.6,85.1,41.7,99.7,32.0,38267,0
76.7,99.2,47.9,93.8,30.1,33757,0
87.7,97.2,52.7,93.9,30.3,11540,0
87.8,85.9,52.2,85.9,30.6,7728,0
85.3,98.0,43.5,85.3,32.1,12764,0
90.0,93.2,47.8,88.6,30.9,33389,0
107.2,60.3,20.3,112.4,22.9,96979,1
74.8,98.9,43.5,96.8,30.6,40629,0
89.5,96.2,42.8,89.0,30.5,45193,0
85.4,86.5,50.1,98.2,34.5,15504,0
73.0,98.1,52.2,97.4,32.5,30005,0
75.9,88.5,43.7,87.0,33.7,6745,0
84.8,97.6,40.8,92.4,30.5,34143,0
81.8,91.9,41.2,89.2,34.3,44673,0
78.0,88.2,38.8,95.1,32.3,46325,0
74.2,92.2,54.2,89.7,31.6,21966,0
113.2,59.5,27.0,108.1,21.1,99737,1
72.7,89.3,54.0,89.1,30.5,47254,0
76.1,88.2,40.2,93.4,30.4,7674,0
88.0,94.1,54.6,90.4,31.1,15538,0
86.4,85.5,48.4,95.6,33.9,8911,0
75.1,91.9,48.1,99.5,30.1,10976,0
80.6,94.4,41.9,92.4,34.2,15520,0
84.6,93.7,40.3,97.1,34.3,24780,0
87.1,88.8,51.3,90.0,33.3,21469,0
78.6,96.3,45.6,97.4,32.1,40695,0
107.7,55.4,25.6,110.0,23.8,95849,1
87.0,87.5,46.2,93.9,31.0,46100,0
75.1,90.2,48.9,88.2,33.7,5345,0
106.9,59.4,20.6,109.0,20.7,95308,1
114.8,68.7,18.8,115.0,22.4,96718,1
76.8,86.5,49.0,98.3,32.8,23847,0
86.3,97.7,41.3,94.8,33.7,11674,0
113.0,62.3,23.5,108.3,21.5,95371,1
75.5,90.1,38.4,95.5,32.3,37760,0
113.8,55.9,21.2,114.5,22.2,82015,1
113.2,63.1,26.7,112.6,21.7,95134,1
81.3,88.7,40.5,99.7,32.9,23399,0
71.1,88.3,39.6,93.9,33.1,36449,0
75.6,87.1,41.3,97.6,31.8,25800,0
104.3,56.2,23.2,112.1,22.2,87667,1
80.3,87.1,41.3,99.2,32.4,25375,0
70.3,99.7,51.3,99.8,32.2,30108,0
74.9,91.9,41.7,92.7,31.6,35462,0
70.5,90.9,43.2,87.0,34.4,40547,0
87.3,96.8,54.4,96.9,30.9,27831,0
77.7,90.4,42.7,91.6,33.0,35834,0
105.0,63.3,23.7,111.2,20.0,93268,1
81.7,99.8,47.7,91.0,34.5,33103,0
81.0,99.0,49.6,90.0,33.9,33601,0
83.0,93.3,54.4,93.9,33.0,44868,0
84.5,90.5,46.3,88.4,32.7,9425,0
72.2,95.7,47.1,91.6,34.6,29607,0
78.7,97.4,38.2,93.8,31.5,21169,0
85.5,89.6,41.0,98.0,34.1,40108,0
114.1,65.0,25.4,108.2,23.2,94442,1
88.9,86.9,53.3,99.3,32.5,38358,0
71.6,98.5,41.7,96.7,34.9,30746,0
87.3,85.0,48.0,90.1,31.3,20735,0
73.9,97.0,48.7,93.0,31.5,15585,0
77.9,92.1,41.0,91.3,33.5,18183,0
89.5,91.8,45.7,93.9,33.6,22188,0
76.9,97.8,48.9,96.6,33.8,33836,0
89.0,96.3,53.0,98.8,34.8,7146,0
89.4,94.5,41.6,89.5,32.3,22463,0
84.0,92.3,44.6,97.7,33.7,20424,0
79.9,89.7,38.1,93.9,33.5,40454,0
72.2,99.4,43.8,90.9,30.8,12972,0
111.1,57.6,20.2,107.5,22.2,99790,1
78.5,93.8,38.7,94.9,33.4,11306,0
75.4,87.5,39.3,96.6,33.9,35123,0
79.8,86.7,38.9,85.1,30.9,23421,0
72.7,91.5,52.9,88.1,32.6,47397,0
70.2,96.8,47.3,99.3,30.8,5587,0
87.9,86.1,46.5,92.0,34.0,27461,0
114.8,65.0,22.3,112.5,21.8,96132,1
85.5,98.0,45.8,93.4,34.3,36004,0
82.1,94.4,38.6,91.6,30.7,11136,0
103.8,65.6,18.0,110.9,23.8,97410,1
76.7,98.7,41.3,99.6,32.8,21180,0
84.3,87.8,47.0,99.5,32.9,40547,0
112.6,55.3,22.4,107.7,21.7,89197,1
84.8,88.4,55.0,87.9,31.0,5254,0
83.8,99.5,51.5,91.0,34.7,17289,0
74.9,88.5,41.2,90.7,30.3,7970,0
85.4,86.1,39.5,90.8,34.3,15380,0
75.2,86.7,43.5,91.2,31.4,39265,0
78.0,92.7,54.4,97.6,34.9,36814,0
71.9,92.5,48.8,95.8,30.3,29248,0
102.5,58.1,25.8,109.3,22.4,81140,1
89.8,87.9,41.7,99.3,34.1,32241,0
78.5,99.4,48.6,86.8,30.3,21138,0
101.3,66.6,21.7,112.2,22.7,97560,1
75.4,96.3,41.6,88.6,32.9,39712,0
84.5,95.4,53.5,98.4,33.1,36067,0
72.3,97.8,52.3,90.3,32.2,45851,0
81.4,99.4,46.3,95.8,35.0,30854,0
113.8,59.6,19.8,117.8,24.8,82276,1
76.3,89.9,41.6,92.2,31.2,32678,0
72.4,92.8,39.3,88.1,30.6,23746,0
71.6,93.1,39.0,98.1,32.4,33259,0
82.9,96.7,53.3,98.7,31.2,46462,0
78.2,94.3,41.6,91.3,33.7,40908,0
75.2,88.5,45.3,85.7,31.6,32192,0
71.9,98.8,51.5,90.6,33.7,19593,0
72.9,90.6,50.0,93.4,30.1,15845,0
84.3,90.1,50.3,93.2,30.9,23412,0
88.6,95.2,49.1,99.6,32.2,20973,0
83.0,97.4,53.4,99.8,33.4,41529,0
77.5,89.7,38.5,92.9,32.9,46115,0
81.9,94.8,38.1,85.2,33.8,24636,0
88.0,97.9,53.7,95.2,32.1,25871,0
105.1,67.8,20.4,107.0,21.9,96686,1
114.0,60.3,23.5,112.0,21.3,86086,1
89.6,97.5,52.0,94.3,30.2,7678,0
80.2,86.9,50.0,92.9,34.8,16201,0
111.8,60.1,23.8,115.9,24.7,87692,1
78.3,94.6,39.5,92.4,33.0,39637,0
109.3,68.9,21.4,117.9,23.6,92435,1
80.0,95.8,42.8,87.0,33.3,31727,0
80.9,90.2,41.3,99.7,31.0,37887,0
71.3,94.6,44.2,93.8,30.2,32404,0
106.3,66.3,25.4,111.9,22.4,99869,1
79.9,95.6,45.1,99.8,31.8,39640,0
73.4,98.4,45.8,97.5,33.0,40510,0
77.3,89.1,53.5,92.7,34.4,22307,0
75.2,95.3,45.0,95.6,31.9,30239,0
70.8,96.4,38.2,90.6,33.7,35436,0
80.7,86.4,48.7,87.1,32.3,42506,0
77.1,94.5,42.3,87.2,34.0,31095,0
79.9,88.5,45.3,92.8,34.3,43876,0
87.0,85.7,41.1,86.8,32.8,49388,0
86.7,90.7,39.8,88.1,33.9,13822,0
108.5,60.9,19.8,117.6,21.0,85070,1
77.1,92.6,40.9,96.0,30.3,25701,0
75.3,90.3,46.4,91.1,31.3,42322,0
73.5,94.0,49.5,92.3,32.3,20467,0
86.4,96.2,55.0,92.0,34.6,38133,0
85.3,93.7,43.4,88.8,33.3,30410,0
88.3,86.1,40.3,94.2,30.7,15211,0
105.4,68.1,22.9,115.3,21.6,84963,1
87.0,96.7,41.6,86.2,31.6,12123,0
102.5,64.3,23.6,109.2,24.5,95021,1
81.1,96.4,40.3,97.2,32.6,48742,0
70.5,85.1,43.7,90.4,31.3,22812,0
104.0,57.7,23.0,115.1,22.7,89938,1
78.1,88.0,41.0,88.7,33.8,21459,0
89.2,88.4,38.5,93.6,34.0,32971,0
111.8,68.3,22.3,115.3,21.8,94400,1
109.5,66.5,22.7,112.4,23.3,84398,1
71.2,96.2,41.8,89.3,31.9,8960,0
101.3,62.6,23.3,115.5,24.3,80636,1
113.9,56.8,18.6,114.6,21.4,94193,1
87.1,97.1,40.1,85.5,34.9,40841,0
76.6,99.3,42.5,95.4,30.7,17718,0
81.7,89.8,38.5,90.1,30.7,38348,0
87.6,97.8,52.9,90.3,34.2,30285,0
104.9,67.2,20.2,111.8,20.5,98251,1
76.4,93.0,40.0,89.2,34.1,33629,0
81.0,97.5,41.8,86.9,33.3,39379,0
79.1,86.0,49.1,98.6,32.2,44380,0
80.6,89.8,46.9,93.5,34.6,30760,0
76.7,91.1,38.3,96.1,33.4,48147,0
77.8,94.5,40.4,93.7,31.5,45581,0
87.8,95.5,47.2,93.7,32.7,7923,0
110.2,57.4,25.7,114.5,24.9,98641,1
81.8,85.3,52.6,89.4,30.6,5325,0
73.4,94.1,39.2,87.3,31.8,45181,0
106.6,63.2,21.2,113.1,21.0,82492,1
82.9,98.3,43.0,93.4,33.6,11254,0
111.0,56.0,19.2,106.5,24.4,99717,1
80.3,100.0,45.1,93.9,33.4,37948,0
79.9,88.8,38.9,91.1,32.5,12892,0
107.4,67.8,22.5,107.6,23.3,89257,1
114.2,61.2,26.1,108.0,21.3,82817,1
79.6,88.1,44.0,96.3,30.5,40992,0
89.9,90.7,44.5,99.0,34.9,22778,0
81.7,97.6,53.8,97.4,33.6,32580,0
71.7,99.5,44.5,91.9,32.2,12830,0
84.3,90.6,39.8,89.6,30.6,40675,0
78.9,86.4,50.3,90.0,31.7,32818,0
79.1,92.5,43.6,99.4,32.7,49974,0
87.0,91.6,51.9,92.0,31.9,6407,0
74.9,86.9,49.4,91.3,34.8,26546,0
85.1,98.8,41.3,90.8,31.8,16276,0
80.8,95.2,54.1,94.1,34.1,9773,0
72.3,98.4,51.6,86.1,34.4,7798,0
70.6,87.6,41.1,95.4,30.1,34060,0
105.1,55.2,25.6,112.8,20.7,84417,1
87.5,87.4,53.1,87.5,32.2,21580,0
77.5,90.5,53.4,85.4,31.0,48942,0
76.0,93.0,45.9,96.4,31.5,33861,0
79.8,91.0,45.8,97.5,33.5,44327,0
78.6,96.1,51.4,89.1,32.1,47309,0
115.0,62.1,21.4,108.9,24.3,92565,1
73.0,97.4,50.4,91.6,32.7,45178,0
75.3,93.2,44.0,98.0,30.8,39827,0
89.5,98.3,54.3,95.6,31.2,36895,0
110.0,63.1,25.8,108.0,21.4,91366,1
70.6,98.3,39.5,90.8,34.5,11754,0
71.2,91.3,45.3,87.2,31.3,24020,0
88.0,96.3,52.0,92.9,30.7,39959,0
87.5,97.1,44.8,96.5,33.5,19710,0
79.9,92.9,44.3,99.1,31.6,38998,0
86.5,95.1,41.2,94.2,31.6,19287,0
103.3,66.2,20.6,116.5,21.0,92695,1
86.5,98.9,54.6,99.1,31.8,26714,0
88.3,96.1,52.9,97.4,33.5,15450,0
89.0,90.4,48.4,98.2,31.7,25629,0
87.3,93.6,50.5,85.8,34.7,41252,0
89.8,87.4,44.2,97.1,30.1,22966,0
71.3,93.2,49.0,98.1,33.7,23731,0
82.3,96.0,51.1,96.9,32.7,46348,0
112.1,58.8,24.6,107.3,22.4,95541,1
74.2,86.4,53.0,92.6,33.3,46316,0
87.5,89.7,53.9,90.5,31.3,36107,0
85.8,92.9,47.2,97.3,34.9,37220,0
75.4,93.4,50.0,87.5,30.5,10586,0
114.2,68.1,23.7,112.4,21.6,90414,1
112.5,59.1,22.2,110.4,23.8,80340,1
89.3,90.5,47.6,96.3,33.1,41895,0
87.1,100.0,54.7,95.1,34.6,29121,0
78.1,96.2,50.5,94.3,33.1,9857,0
108.5,65.4,22.4,113.4,22.2,97816,1
103.9,67.9,22.0,108.7,22.4,86958,1
101.5,58.4,24.9,108.0,24.4,99634,1
71.4,99.6,49.8,93.0,32.8,26560,0
83.7,91.5,44.4,88.3,33.8,40495,0
108.8,56.8,23.0,106.2,21.6,82518,1
82.9,96.8,46.9,97.9,34.1,31885,0
112.0,65.2,22.5,117.3,24.3,86057,1
70.4,86.9,48.8,91.3,31.3,28925,0
85.8,89.5,41.9,95.8,30.5,33462,0
72.4,85.3,46.4,99.1,34.0,33938,0
83.2,85.1,53.4,94.5,31.7,47840,0
79.2,87.3,53.1,85.9,32.4,28135,0
102.1,55.5,24.6,108.5,25.0,84854,1
80.5,97.4,46.5,97.2,34.7,15457,0
104.5,65.5,24.7,108.1,22.4,99655,1
88.6,95.8,40.2,95.2,34.6,41370,0
79.6,90.6,52.3,99.3,35.0,35414,0
79.2,85.3,44.2,96.6,31.9,13352,0
89.6,86.0,48.0,96.6,31.0,32987,0
107.3,57.1,26.8,112.0,20.5,87363,1
108.6,68.7,20.9,115.1,20.8,98237,1
86.9,92.9,42.7,93.4,31.1,48682,0
84.0,99.6,45.0,88.0,31.9,31083,0
72.3,97.0,44.6,92.8,31.6,16163,0
84.6,89.4,47.8,87.7,34.3,45230,0
73.6,89.1,53.6,99.2,32.7,6156,0
70.4,97.2,44.3,90.8,30.5,18581,0
76.0,94.2,41.0,93.9,34.4,48927,0
75.2,91.3,50.8,95.6,32.0,27645,0
87.9,90.6,54.6,92.9,34.1,15598,0
108.2,61.8,19.8,114.7,22.2,87354,1
74.4,91.2,47.8,88.2,32.8,23663,0
73.8,94.5,42.5,87.1,34.1,11491,0
71.0,94.0,50.8,96.2,31.8,15128,0
85.8,97.6,48.1,87.0,30.9,36535,0
86.0,98.4,52.8,91.6,32.2,19056,0
88.2,85.5,42.6,86.7,33.8,46144,0
79.6,88.6,49.6,96.3,34.8,30179,0
75.1,87.8,45.5,94.1,30.3,38541,0
80.8,89.1,46.3,89.6,34.7,30598,0
84.0,99.0,41.9,94.8,30.5,44201,0
102.2,61.6,18.9,113.8,20.5,98578,1
79.0,97.4,48.3,87.5,34.0,28802,0
77.7,88.9,47.0,91.6,32.0,34963,0
71.9,88.1,49.2,98.0,33.3,26405,0
70.6,96.4,52.4,98.1,32.9,34893,0
77.4,91.3,51.6,86.2,33.4,15124,0
85.5,94.2,40.4,99.2,34.1,21240,0
89.4,99.8,49.2,87.3,31.7,14815,0
70.7,89.2,49.4,99.5,30.2,39289,0
74.4,92.2,44.8,97.3,33.6,7587,0
85.0,96.4,54.4,90.6,34.4,14883,0
85.8,96.2,53.3,94.7,31.7,24171,0
86.3,98.8,42.6,88.8,33.8,49971,0
109.5,68.0,23.5,116.3,21.0,90679,1
112.4,65.3,18.4,114.0,23.3,80673,1
74.7,87.1,46.2,97.1,34.9,42429,0
83.6,95.6,42.4,99.3,30.0,49977,0
78.1,89.3,54.2,94.4,31.4,33859,0
104.5,60.5,18.1,106.9,22.6,91018,1
89.9,89.8,54.7,93.2,33.1,18482,0
112.9,60.2,26.7,116.3,24.3,99045,1
110.8,67.7,21.1,115.5,24.0,94913,1
87.9,91.7,44.4,91.3,30.7,37756,0
106.8,64.1,25.7,117.9,21.0,81566,1
79.7,91.1,51.6,99.1,33.4,40364,0
75.6,91.3,48.3,95.3,31.4,8311,0
111.7,62.6,19.3,109.7,21.5,82156,1
82.0,94.1,46.1,92.6,34.8,6245,0
104.3,68.6,21.2,108.5,22.0,95508,1
107.1,59.8,18.3,117.0,24.9,89663,1
86.4,94.6,49.9,88.3,32.4,43321,0
75.4,95.6,52.9,95.8,32.8,38318,0
102.8,64.2,18.9,114.2,20.9,97388,1
80.4,92.2,42.0,85.4,31.8,10008,0
88.4,98.0,44.7,97.1,30.1,20913,0
76.8,90.8,39.8,87.8,30.8,26367,0
111.9,57.2,19.8,114.8,22.7,94561,1
72.8,86.0,46.6,87.4,30.4,21940,0
70.8,97.2,42.4,94.7,32.8,33238,0
79.8,96.3,41.3,86.6,34.6,32747,0
102.2,63.4,26.3,109.7,20.0,81623,1
74.1,92.4,44.4,90.1,33.4,31481,0
79.3,99.9,52.2,98.5,33.2,31093,0
79.1,94.1,46.3,98.8,30.8,43801,0
79.0,96.8,44.2,88.0,32.3,11379,0
107.7,60.1,25.8,110.3,24.1,90644,1
74.0,85.8,54.3,90.3,30.7,10132,0
86.0,92.8,47.0,90.0,31.5,43405,0
74.2,87.0,43.1,90.0,34.9,11074,0
72.6,89.5,42.3,94.3,31.6,42110,0
70.4,94.4,38.6,86.9,31.6,33571,0
78.7,87.3,39.7,98.5,34.5,44363,0
76.0,93.7,40.3,93.4,31.6,17771,0
82.9,95.7,51.9,98.6,33.0,44160,0
88.2,91.2,52.2,93.2,33.0,48309,0
74.0,96.6,43.4,98.0,30.6,49165,0
102.5,55.7,21.2,112.6,20.6,98284,1
102.5,59.2,19.2,113.9,24.1,93230,1
82.5,87.0,51.5,96.0,33.3,41628,0
88.3,99.1,39.8,95.8,34.3,23646,0
77.6,89.4,52.4,90.4,32.4,39245,0
73.3,93.3,52.2,94.1,31.8,12115,0
112.8,66.4,26.1,111.1,21.5,85015,1
76.5,89.2,45.3,93.8,33.5,31126,0
81.1,86.4,47.7,86.7,31.5,8432,0
71.4,86.3,40.1,97.4,32.8,26276,0
90.0,90.2,43.7,96.7,33.5,8404,0
73.5,91.8,43.4,86.4,33.1,15801,0
72.8,90.6,52.6,86.3,33.8,49324,0
86.8,97.3,49.7,100.0,33.5,11860,0
105.2,67.7,25.3,110.0,21.0,99228,1
85.4,88.9,42.4,88.4,32.3,15606,0
84.6,96.0,50.5,90.0,33.7,19881,0
77.8,93.5,51.1,90.2,34.8,7866,0
83.9,99.3,46.2,99.4,30.2,20837,0
72.9,90.1,47.1,85.3,34.1,7485,0
111.5,62.6,21.3,108.5,22.1,82832,1
87.4,91.3,41.0,98.3,34.5,33437,0
101.9,60.9,18.6,106.6,24.3,98475,1
76.2,93.2,50.8,95.7,31.6,9529,0
71.1,86.4,52.7,86.7,34.0,28007,0
83.3,97.9,47.7,97.1,34.1,14035,0
79.1,95.4,43.7,86.7,34.9,24181,0
85.7,92.2,43.7,87.8,32.5,43538,0
83.5,98.2,48.4,87.3,32.6,21817,0
86.0,91.0,51.6,96.6,34.2,27291,0
80.0,89.3,46.8,88.9,34.6,28368,0
76.7,92.5,51.3,91.3,31.1,29943,0
78.7,92.6,44.0,88.5,32.5,15425,0
70.4,95.6,50.4,96.9,32.1,20208,0
88.1,92.8,54.8,87.6,31.9,27485,0
84.4,90.6,48.2,97.8,34.1,25645,0
77.2,89.7,39.7,93.9,33.6,45241,0
81.6,89.2,42.7,85.1,31.9,11605,0
109.8,67.6,24.7,112.9,20.2,97493,1
85.1,89.3,52.4,92.6,31.9,23780,0
73.6,87.8,40.0,98.7,31.8,8993,0
80.8,88.4,46.4,90.2,34.4,30599,0
88.7,87.7,50.2,95.7,31.2,7099,0
86.8,99.2,39.5,87.9,33.2,24778,0
90.0,98.0,40.0,86.4,32.6,46262,0
110.3,63.5,26.9,115.2,23.8,88144,1
87.1,89.5,49.0,98.6,33.1,48245,0
72.9,95.3,51.5,94.4,33.0,45743,0
79.9,98.8,43.6,93.1,33.2,28850,0
109.5,59.7,25.3,116.0,21.1,97283,1
71.4,88.7,53.0,93.1,32.9,34852,0
104.4,57.2,19.2,112.7,20.0,95336,1
70.0,85.2,40.0,87.9,32.4,25338,0
88.0,94.1,52.3,97.8,30.5,32522,0
114.1,62.4,24.6,114.6,20.9,90645,1
72.6,99.1,47.6,87.8,34.3,24204,0
77.2,99.9,52.2,98.1,31.2,33056,0
71.6,97.5,47.3,99.0,33.5,33898,0
110.0,58.2,22.5,116.4,24.1,82384,1
89.7,85.4,45.3,86.6,33.6,9577,0
86.3,94.4,49.4,90.9,35.0,44138,0
104.5,64.7,24.8,109.5,21.8,84182,1
82.4,91.0,40.3,88.0,33.2,9179,0
83.1,94.4,52.7,86.2,32.1,24305,0
73.4,91.4,49.2,86.1,34.2,40082,0
110.3,65.9,18.1,106.7,23.1,95766,1
85.4,94.9,38.4,86.0,33.1,19209,0
114.3,67.0,26.1,113.5,22.5,84051,1
75.1,97.5,49.3,86.5,31.6,8123,0
70.5,85.3,45.1,86.4,30.4,47379,0
79.6,99.8,40.7,98.8,32.9,47297,0
103.2,68.7,24.8,112.5,21.0,86731,1
85.6,90.6,48.3,93.5,33.3,12865,0
108.2,65.9,20.6,115.7,20.3,95748,1
81.4,88.5,39.9,88.0,33.8,47672,0
107.5,59.1,19.8,116.9,20.2,91185,1
103.7,66.6,19.9,114.3,21.0,87298,1
81.2,97.2,39.3,99.2,31.5,12702,0
86.7,98.5,54.5,91.5,32.5,36193,0
73.4,89.0,38.2,91.8,30.2,34498,0
106.7,58.0,19.6,107.9,24.8,97718,1
102.9,67.3,18.4,112.5,23.0,80432,1
75.4,88.0,40.8,91.0,34.3,34815,0
89.2,89.7,45.6,91.1,32.4,28718,0
89.2,85.7,47.9,95.7,30.4,34654,0
81.6,88.7,46.2,86.8,32.7,36255,0
81.1,91.2,38.2,89.6,30.3,35716,0
76.3,99.6,38.7,94.1,34.8,11333,0
80.7,92.9,44.6,92.1,31.8,28959,0
87.3,98.8,41.4,89.2,34.2,33610,0
79.9,88.2,46.4,94.1,32.8,35680,0
70.5,93.4,53.6,93.0,32.0,17379,0
106.9,65.9,22.2,114.6,24.2,92655,1
87.9,95.4,38.9,89.3,32.7,18688,0
112.5,56.5,20.1,110.2,24.1,90179,1
84.7,85.1,54.9,95.4,34.4,28100,0
71.3,87.8,46.0,89.8,33.0,33609,0
75.6,99.8,49.4,86.1,34.7,35585,0
86.9,95.2,53.9,97.7,31.3,17465,0
106.2,58.3,22.9,108.3,20.4,94253,1
87.6,88.9,51.0,98.8,34.0,15885,0
74.6,85.6,53.8,96.3,30.6,22251,0
72.0,88.2,50.4,99.4,32.9,48549,0
80.1,92.9,43.2,95.5,30.2,47867,0
77.1,92.6,52.8,97.5,33.3,12971,0
103.6,68.1,23.2,112.5,21.4,93491,1
78.7,91.8,48.9,96.9,30.1,36332,0
88.8,99.1,47.1,94.6,33.6,46843,0
83.8,89.1,52.1,97.3,34.6,17902,0
101.3,58.7,18.8,115.3,24.4,83712,1
87.9,93.3,49.8,86.4,30.8,23217,0
101.7,57.3,18.3,106.1,21.8,97866,1
103.6,64.1,26.5,109.9,25.0,93854,1
81.1,89.9,38.0,96.0,30.6,37183,0
114.5,67.0,21.3,106.1,20.2,83797,1
72.2,95.1,40.1,85.2,34.1,29678,0
86.4,90.5,38.5,97.5,33.4,26635,0
77.5,93.9,40.6,86.0,33.4,49568,0
106.5,55.9,23.4,107.1,20.5,86267,1
77.8,98.4,47.2,93.6,33.5,36486,0
83.3,97.9,39.5,86.5,34.1,33512,0
83.6,95.7,46.7,88.3,32.5,14231,0
77.8,99.8,43.9,89.9,30.8,21273,0
76.1,99.9,50.5,91.3,32.8,11000,0
104.8,60.4,21.4,111.8,24.6,98393,1
88.0,93.9,54.6,94.1,31.6,44434,0
85.7,89.0,39.7,95.1,34.5,41796,0
88.9,89.3,42.3,98.2,32.5,44945,0
87.6,88.8,42.0,93.8,33.9,30673,0
86.2,98.1,53.2,98.4,33.6,49822,0
87.3,87.5,42.7,90.1,34.3,48780,0
77.6,97.2,42.1,89.3,33.5,6298,0
80.7,94.6,38.5,89.2,30.4,27134,0
85.0,91.6,53.7,87.7,32.5,16535,0
85.9,99.3,47.4,86.7,32.4,43141,0
77.4,98.2,38.8,94.5,31.9,46431,0
82.7,85.6,53.1,94.6,30.2,36120,0
79.4,88.6,48.7,88.7,32.5,16325,0
81.1,98.8,44.3,95.1,34.6,35906,0
71.5,93.3,45.1,92.8,32.4,6436,0
81.0,97.6,40.6,99.2,31.4,49565,0
72.6,96.0,53.5,96.1,33.2,7060,0
83.4,92.0,44.1,85.1,35.0,42430,0
81.5,95.1,47.6,97.0,30.8,12284,0
78.7,95.5,45.1,88.8,32.4,25132,0
89.8,95.4,54.0,94.3,30.6,46019,0
85.0,99.0,54.9,97.3,32.6,22120,0
87.8,85.8,44.6,88.2,34.6,42280,0
87.0,98.5,47.2,99.0,33.2,8324,0
110.7,57.0,20.7,112.1,21.7,82232,1
89.1,91.5,49.6,94.6,32.0,13916,0
81.6,90.9,54.6,94.5,31.3,28205,0
82.5,87.0,53.5,93.9,33.1,10836,0
102.2,60.5,25.0,108.7,23.8,84324,1
75.4,98.2,49.7,87.1,33.7,48734,0
79.7,97.6,42.8,99.4,30.7,26533,0
76.0,87.3,44.9,97.1,34.3,49858,0
110.8,62.9,18.6,110.1,24.8,80608,1
77.8,87.4,43.7,98.7,33.2,35716,0
114.4,60.6,24.7,114.9,24.0,90678,1
104.3,62.7,22.4,112.5,23.0,88462,1
103.4,57.6,18.6,117.7,21.7,84370,1
74.9,94.7,39.3,98.0,31.6,35865,0
72.3,90.2,46.2,94.2,30.6,18855,0
71.0,89.1,48.2,95.3,33.7,42773,0
83.6,99.0,47.4,96.0,30.5,11312,0
82.9,92.8,46.6,97.9,34.8,47654,0
81.0,95.1,45.1,89.7,30.2,8425,0
85.3,86.5,44.7,97.1,34.2,40738,0
78.5,90.3,38.1,87.3,32.6,15756,0
80.5,90.5,45.1,87.3,34.2,12360,0
71.7,93.3,52.5,98.8,34.0,16134,0
74.8,85.6,46.7,100.0,31.7,46282,0
107.8,60.6,24.9,110.2,23.0,83363,1
